3649,3329.6,3542.4,4269.4,3916.7,4266.85,4109.7,3303.1,6879.75,5761.2,6469.45,4797.15,7045.55,6868.9,8390.35,6892.1,6806.65,5798.1,5590.2,7110.25,7860,7229.1,8506.9,7678.45,6740.2,7662.95,6786.9,6994.85,6612.9,5846.8,7589.75,6097.6,6205.15,6873.65,5998,5997.85,5911.75,5853.7,5765.95,6435.2,6300.35,3366.15,4082.65,5205.55,3424.75,3897.25,4747.9
2543.15,2959.45,2437.9,3000.2,2599.15,3505.9,3329,1547.85,4170.95,3343.25,3414.05,3645.65,4049.6,3801,4497.7,3826,3690.7,3829.8,3348.4,4107.6,4021.95,3895.7,4147.3,3426.35,3821.85,3631.9,3596.1,3659.75,3224.55,3422.7,3382.2,3601.75,3459.15,3075.1,3436.7,2685.85,3277.4,3037.6,3800.6,3782.85,3188.2,2479.3,2351.55,3555.95,2817.55,2811.8,3426.85
3969.15,4884.45,3802.65,5120.6,4652.05,5261.55,4725.7,3252.8,7403.15,6536.55,5979.5,6250.1,7154.8,7406.4,8797.4,7206.3,7335.6,6722.8,5879.45,8186.15,8686.75,7853.85,8772.45,7819.75,6985.3,8146.25,6495.5,7117.25,6463.4,6304.4,7626.3,6747,6515.15,6653.45,6687.45,5790.25,6140.15,6377.25,6514.75,6451.75,6882.5,3733.55,4740.6,5928.15,4239.2,4600.7,5789.9
3566.55,3404.05,3687.1,4440.85,4034.6,4460.75,4224.2,3430.85,6862.8,5926.15,6537.1,4536,7410.1,7178.9,8681.05,7237.4,7087.1,5805.7,5899.8,6869.2,7618.25,7398.2,8680.25,8047.45,6875.75,7657.3,6806.25,7049.1,6875.5,5948.15,7796.8,6483.2,6315.3,6907.2,6170.9,5930.4,6215.35,5883.75,5761.95,6626.45,6404.45,3130,4199.6,5187.2,3495.85,4087.95,4920.45
4482.3,5567.65,4058.6,5685.25,5348.7,5810.75,4810.85,3431,7986.75,7289.8,6590.65,6645.95,7497,7352.6,8985,7451.65,7404.5,6418.05,5336.45,7778.4,8239.55,7381.6,8429.15,7359.65,6913.9,7550.6,6623.2,6825.3,6789.25,6057.1,7222.9,6335.75,6130.6,6373.55,6401.5,6217.45,6591,6687.55,7229.85,6977.1,7360.15,3865.8,4842.65,6330.05,4688.35,5224.75,6786
2822.35,2747.2,2037.05,3060.45,2961.7,3660.05,3628.85,1990.05,4932.5,3820.1,3962.4,4627.25,4691.75,4720.05,5830.65,4647.7,4435.55,4233,4531.3,5408.6,5585.75,4905.3,5641.55,4591.35,5088.1,4925.9,4039.6,4744.65,4236.45,3930.25,4149,4761.25,4611.15,3756.6,4237.75,2844.35,3611.65,3968.5,4535.7,3945.65,4023.8,2443.8,2834.5,3713.3,2981.4,2763.5,3640
3943.25,4462.95,3605.95,5003.15,4367.25,5258.5,4509.25,3059.75,7284.25,6691.15,6084.4,6041.65,7292.3,7426.15,8727.7,7671.5,7456.1,6461.85,5800.05,8130.7,8551.5,7564.65,8678.55,7806.35,7169.9,8133.9,6708.9,7164.8,6431.05,6534.3,7635.2,6479,6699.6,7157.3,6427,6034.45,5926.5,6450.55,6361.8,6545.55,6878.95,3649.9,4602.35,6018.2,4062.85,4440.15,5692
3937.75,4372.2,3698.6,4978.4,4510.85,5169.75,4522.55,3276.9,7202.8,6701.45,5980.95,5679.9,7307.6,7658.05,8576.3,7366.45,7626.9,6279.55,5712.5,7740.2,8275.4,7865.7,8571.5,7883.35,6898.8,7866.75,6836.95,6762.05,6877.85,6364.8,7613.2,6256.85,6615.25,6699.8,6385.2,5872.55,6237,6180.85,6579.1,6657.15,6762.5,3901.3,4667.75,5680.35,4050.8,4404.3,5588.35
3295.35,3281.1,3831.7,4531.4,3943.6,4332.55,4292.4,3313.3,6816.1,5907.2,6355.95,4502.5,7301.65,7072.2,8548.55,6977.8,7106.65,5572.75,5795.4,6703.05,7669.15,7303.6,8662.4,7829.1,6743.6,7466.6,6665,6822.6,6951.7,5921.35,7723.25,6274.5,5870.4,6882,6237.95,5354.9,6181.45,5787.3,5749.95,6737.25,6293.65,3158.3,4468.75,5375.05,3492.6,3983.1,4930.85
3466.05,3421.05,3706.4,4463.5,4030.9,4339.65,4342.7,3272.75,6853.3,5868.75,6213.65,4908.8,7308.5,6969.05,8696.95,7217.25,7074.85,5678.9,5897.9,6543.25,7510.2,7358.55,8774.75,7949,6884.05,7739.85,6507.3,7116.5,7039.85,5932.25,7685.6,6276.65,6146.9,6595.75,6067.65,5916.95,6394.4,5845.1,5797.4,6597.85,6352.15,3257.6,4388.55,5226.2,3427.75,4112.55,4797.4
4197.8,4799,3503.8,4967.4,4564.2,5690.3,4794.05,2553.35,7412.15,6492.8,6366.85,6284.15,6864.55,7204.45,8746.2,7326.35,6801.9,6352.65,5711.85,8074.95,8537.4,7481.85,8577.05,7712.8,7423.6,8044.45,6705.25,7461,6899.95,6209.8,7498,7215.4,6822.7,6272.4,6557.25,6377.6,5823.5,6300.65,6657.55,6672,6669.05,3853.25,4651.5,5642.6,4449.75,4583.6,5728.15
3923.35,4438.3,3638.3,5058.05,4605.7,5115.15,4674.75,3448.75,7232.1,6472.7,6133.85,6023.1,7204.95,7335.15,8787.45,7211.95,7238.35,6440.05,5705.1,7642.4,8191.6,8015.5,8688.2,7765.4,7007.35,7999.15,6812.6,6961.4,6616.7,6039.55,7543.1,6426.95,6607.9,6895.85,6608.75,6065.75,6202.75,6208.85,6544.4,6457.1,6809.95,3642.15,4404.25,5796.45,4225,4674.05,5685.8
4967.25,5577.25,3907.8,6064.35,5427.35,6890.55,6690.55,3148.6,9066.45,7840.65,7725.7,8369.2,8592.55,8529.15,11336.65,8891.4,8921.5,8187.7,7921.1,10730.9,11314.6,9399.35,11350.35,9838.15,9425.3,10153.5,8653.6,9513.95,9807.1,7149.3,9501.2,9018.7,8518.5,7352.05,8622.55,6667.85,7849.95,7544.25,8554.15,8547.2,8033.65,5100.2,5349.1,6961.25,5346.25,5159.2,7006.15
11296.55,10804,7737.9,10731.5,11265,14805.35,11444.25,6356.95,17704.15,13954.8,12684.8,15008.45,14256.85,16494.95,18622.65,15623.65,14235.25,13185.25,14249.1,16065.7,17013.9,14472.4,16056.1,14288.55,15103.65,15327.3,12506.05,14830.5,14090,11537.8,13546.25,15221.15,14560.35,12549.4,14094.45,11993.65,12864.6,13165.9,15502.15,15310.2,14129.8,9276.55,10107.65,13848.45,10743.3,10019.35,15413.55
3969.1,4495.7,3521.85,5104.1,4535.1,5354.35,4420.45,3333,7383.95,6620.35,5741.8,5741.05,7110.9,7546.5,8784.05,7660.4,7351.65,6604.25,5532.6,7983.6,8585.8,7745.55,8680.6,7769.85,6854.65,7863.6,6678.5,7131.55,6828.7,6475,7659.95,6695.35,6721.2,6952.7,6775.6,5830.55,5936.3,6248.05,6403.6,6599.45,6803,3749.15,4639.4,5861.05,4134.85,4432.5,5675
3133.2,3214.4,3153.4,3865.6,3787.1,4041.85,3823.65,3481.3,6208.85,4979.65,5517.9,4211.65,6484.65,6135,7485.45,6255.8,6007.45,5068.65,5342.65,6019.9,6721.85,6135.4,7489.1,6919.05,6202.5,7001.5,6099.05,6025.8,6362.1,4867.55,6639.2,5336.2,5472.95,6111.1,4699.4,5446.65,5324.15,5011.75,5266.6,5983,5533.65,2898.6,3637.5,4595.25,3225.25,3528.1,4377.95
3497.45,3333.45,3586.45,4477.15,4185.5,4470.7,3966.85,3339.8,6900.15,6010.7,6486.9,4708.25,7083.35,7078.55,8561.65,6994.25,6925.45,5674,5630.6,7187.95,7601.55,7333,8412.1,7775.8,6852.9,7354.6,6350.05,7171.05,6687.3,5672.25,7637.85,6150.4,6224.05,6835.95,6165.8,5692.25,6110.05,5862.8,6007.9,6521.15,6238.85,3512.75,4277.65,5231.6,3619.1,4144.95,4791.7
4973.85,4860.9,3444.9,4954.85,4658.9,6278,5185.4,3774.95,8122.65,6587.7,6030.45,6907.3,7347.25,7260.55,8703,7980.3,7339.8,6551.05,6810.65,8051,8044.85,7678.25,7935.05,7442.25,6933.05,7373.85,5315.2,7540.8,6704.75,5597.3,5645,6570.5,7174.6,5512.3,7035.4,5320.45,5683.25,6480.3,7108.65,6867.6,6042.05,4363.8,4635.4,6171,4913.7,5083.2,6506.85
12025.55,9979.8,8240.5,11180.05,11426,14132.55,11612.85,7893.65,17905.45,14984.8,14420.85,15441.3,15904.05,15720.35,18506.95,16294.2,14784.8,13572.6,13878.05,17004.35,16564.4,14480.15,15999.75,14632.45,14915.05,15053.75,11463.6,14867.8,12351,12650.75,10729.45,13438.75,14238.85,10731.2,14634.15,10682.2,12052.9,12775.55,15715.4,15263.95,13682.45,9752.6,10309.2,13467.65,10466,11624.65,14898.9
3378.15,3401.15,3779.5,4593.55,4036.5,4322.7,4093.25,3293.4,6754.7,5848.1,6025.05,4948.35,7142.15,7030.9,8477.4,6872.85,7236.6,5523.45,5661.5,7220.8,7903.65,7511.65,8706.85,7815.85,6715.15,7736.25,6426.05,6940.55,6803.5,5984.1,7631.2,6215.3,6168.95,6956.3,6096.6,5692.6,6210.95,5550.3,5987.55,6671.8,6402.55,3285.05,4231.75,5335.2,3295.8,4097.75,5110.05
3880.75,3908.3,3260.5,4587.9,4264.15,5561.15,5223.05,2481.6,7041.65,5598.8,6022.65,6475.3,6871.3,6314.15,8614.35,6939.35,6970,6592.65,5814.7,7930.2,8535.25,7841.85,8673.55,7625.6,7387.4,7638.15,6390.5,7140.7,6821.2,5742.45,6700.85,6912.6,6355,5897,5685.95,4093.65,5902.35,5627.9,6454.5,6104.95,5727.45,3831.75,3789.25,5539.1,4082.7,3925.15,5232.55
10506.4,9912.2,7121,10477.95,9580.9,12487,9465.75,7470.65,15581.55,12748.55,11524.5,13427.45,13520.35,13229.65,15434.3,14463.65,12840.25,11558.05,12126.45,14419.5,14372.1,13791.2,13940.1,13082.75,11682.65,12739.25,9296.15,12832.8,11875.15,10332.95,10018.15,11973.95,12562.1,10588.2,12448.35,9827.5,10751.8,12303.25,13441.05,13491.4,12121,8565.2,8456.85,12677.95,9976.75,10495.5,13624
4038.9,4821.9,3799.65,4964.95,4825.4,5220.1,4607.15,2895.6,7284.7,6614.5,6103,6306.8,7155.05,7146.4,8720.45,7331.7,7290.4,6808.5,5586.1,7937.6,8385.1,7988.7,8556.3,7679.9,7045.55,7857.4,6443.2,7215.4,6830.2,6246.5,7401.6,6690.85,6401.7,6436.75,6803.7,6261.65,6037.1,6076.45,6748.6,6544.05,6753.25,3716.2,4612.2,5715.4,4240.95,4619.7,6019.2
3379.25,4496.8,3302.5,4616.2,4003.6,4890.8,4084.55,2532.65,6482.3,5942.15,5612.15,5688.85,6381.1,6175.65,7856.1,6413.65,6403,6076.1,5059.25,7242.05,7610.85,7162,7596.75,6833.45,6523.6,7093.5,5900.8,6482.55,6142.9,5661.9,6579.55,6034.15,5678.2,5514.05,6151.1,5468.95,5421.75,5450.45,6099.75,5922.75,6248.55,3478.55,3991.55,5100.45,3659.9,4153.55,5261.55
3385.2,3559.85,3228.5,4122,3754.95,4372.5,3902.45,3125.35,6579.9,5702.55,5907.25,4730.5,6291.9,6957.2,7953.3,6526.8,6546.55,5358.95,5331.65,6397.15,6981.8,7095.35,8039,7113.55,6189.65,7227.6,6216.35,6491.4,6165.2,5363.2,7069.3,5525.3,5774.95,6589.65,5892.5,5500.05,5595.1,5464.9,5657.2,6078.4,6036,3178.6,4117.25,4930,3509.4,3913.8,4887.4
4016.2,4101.6,3450.9,4636.6,4128.55,5179.2,4945.65,2537.8,6263.7,5053.55,5215.15,5551.7,5903.7,5588.2,6762.5,5854.9,5559,5477.45,4999.1,6172.8,6158.95,5839.5,6199.8,5305.8,5722.1,5464.8,5098.95,5582.1,4873.35,4973.05,5067.7,5574.2,5014.1,4666.6,5035.15,3882,4944.05,4494.3,5761.25,5613.75,4609.2,3789.45,3402.1,5112.65,4309.05,4236.85,5290.95
3751.05,4239.8,3568.3,5101.1,4559,5178.9,4413.8,3210.85,7185.9,6389.25,5883.4,5845.7,7138.95,7492.25,8733.2,7388.95,7491.35,6268.55,5647,7803.2,8669.15,7773.7,8811.05,7813.6,7149.2,8069.15,6874.6,7216.05,6815,6185.35,7601.65,6373.75,6607.05,6680.25,6652.9,5794.85,6129.8,6415.5,6388.1,6384.1,6731.15,3785.15,4657.3,5989.6,4102.15,4549,5707.75
2768.4,3420.35,2565.35,3667.95,3338.7,3797.1,3106.8,2136.95,5093.3,4752,4393.2,4617.2,4976.7,5158.55,6302.8,4977.8,5299.95,4724.45,3912.6,5898.45,6073.1,5193.3,6313.8,5638.2,5234.8,5658.45,4832.45,5025,4973.1,4475.8,5314.95,4674.4,4628.95,4636.9,4258,4258.75,4676.6,4501.15,4654.65,4671.2,4977.85,2734.25,3306,4164.85,2830,3433.2,4110.6
3869.9,4448.35,3893.55,4939.25,4703.65,5090,4202.1,3561.1,7106.95,6984.95,6032.75,5817.45,6827.35,7243.65,8697.8,6843.2,7558.1,6181.5,5982.6,7739.75,8353.15,7856.65,8783.7,7609.65,7163.25,7789.8,6683.9,6042.35,6848.8,6195.55,7598.85,6348.8,5964.25,6277.2,6017.95,5966.15,6475.2,6428.85,6547.85,6753.8,7077.45,3343.6,4566.45,5948.75,3739.45,4437.45,5610.2
3417.15,3460.2,3757.9,4607.05,4017,4299.7,4064,3124.55,6590.05,5895.4,5908.4,4865.8,6903.95,7308.8,8565.1,6710.95,7216.4,5643.15,5818.1,7111.15,7956.75,7568.75,8810.75,7722.05,6709.1,7684.75,6414.1,6957.4,6926.75,6061.4,7471.6,6438.15,5890.2,6544.85,6083.6,5706,6277.65,5711.95,6067.55,6446.45,6556.25,3125.9,4660.65,5500.65,3446.1,4189.15,5286.5
12139.4,12682.65,9758.65,13916.9,12143.8,14910,11782.8,5970.15,18003.3,16267.7,15193.45,16059.6,15489.05,16327.65,20780.85,15133.8,16667.85,15324.3,12165.9,18505.5,19214.4,17816.95,19531.85,17435.35,16521.9,17286.85,14754.05,16438.75,16222.45,13986.15,16615,15290.15,13597.15,15168.9,13764.25,12329.45,15723.45,13825.4,17608.4,16467.55,16038,11500.15,10510.5,16235,10088.95,11872.95,15941
3683.8,3925,3535.55,4157.85,4436.6,4271.9,4507.7,4245.8,7344.1,5951.9,6227.5,4877.85,7511.25,6458.15,8726.25,7190.7,6547.55,6024.05,6552.9,7159.15,7852.85,7429.8,8648.95,7847.85,7180.25,8201.85,6807.6,7047,7364,5798.1,7278.95,6197,6991.25,6921.65,5629.8,6234.4,5759.1,5683.2,6232.15,6491.5,5890.65,3566.6,4039.15,5154.9,3980.35,3825.15,5257.45
4589,4839.2,3545.9,5585.5,4989.5,6094.85,5381.4,3248,7648.25,6438.3,6565.4,6908.4,7082.45,6875.55,9043.85,7394.75,7151.2,6693.5,6255.85,8079.2,8581.05,7818.15,8501.75,7826,7758.1,8170.05,6984.6,7348.1,7417.8,6165.85,7456.4,7050.2,6955.85,6124.8,6538.6,5211.75,6212.4,6277.45,7163.25,6717.75,6471.85,4600.5,4295.15,6124.65,4320.45,4669,6272.8
3471.05,3457.3,3716.5,4497.35,4031.7,4227.65,4431.55,3620.8,6798.55,6181.55,6283.15,4284.4,7391.05,6987.6,8528.25,7262.8,6865.5,5826,6033,6661.75,7525.75,7321.75,8622.35,8077.45,6706.2,7848.95,6589.75,6823.3,6874.35,5597.6,7505.5,6423.7,6175.55,6606.85,5986.15,5591.3,6006.8,5911.95,5691.35,6722.85,6218.1,3389.8,4216.55,5269.35,3372.3,4007.6,4813.1
6450.65,7337.4,6145.7,7668.55,6459.2,8975.7,9006.1,4179.65,11836.55,9300,10552.4,10726.1,11820.95,11843.6,14182.5,11300.1,11842.45,12556.25,10981.4,13866.5,13773.8,13270.65,14251.75,11344,13246.7,12493.7,11670.9,12403.5,10226.75,11088.2,10406.05,12099.75,11202.85,8915,10383.15,8522.5,9684.15,8922.9,11070.05,11003.5,8881.1,6674.8,6555.05,9375.8,7124.75,7056.9,8333.55
3945.2,3934.6,2984.4,4707.65,4461.45,5482.35,5117.55,2689.95,7107.05,5969.05,5669.15,6395.75,6973.65,6581.65,8753.7,7106,6993.1,6205.65,6585.1,7913.7,8614.6,7840,8667.1,7410.15,7758.5,7726.15,6128.7,7450.3,6880.4,6008.25,6987.7,6941.45,6550.55,5572.55,6435.15,4560.7,5978.4,5788.75,6625.15,6393.7,6297.15,4167.15,3846.9,5204.65,4031.65,3985.05,5371.15
2961.05,3396.55,2714.15,3592.05,3446.05,3820.65,3162.6,2221.25,5178.1,4599.4,4491.45,4697.05,5102.5,4985.5,6336.9,5141.8,5196.9,4716,3922.45,5786.75,6110.65,5274.9,6152,5449.2,5277.95,5546.6,4775.55,4940.45,4990.35,4205.5,5328.75,4566.9,4440.45,4484,4539.7,4269.4,4534.7,4527.15,4891.35,4722.6,4884.85,2567.85,3130.7,4214.65,2817.3,3411.95,4031.25
4308.35,4308,3569.55,4888.6,4187.5,5139.6,4437.55,2249.9,6462.8,5906.2,5530.95,6000.55,5882.45,5754.5,7966.1,5853.05,6719,6537.95,5050.05,7085.05,7747.8,7234.65,7939.6,7160.05,6625.85,6953.6,6263.8,6576.4,6737.65,5734.25,6511.5,6089.25,5479.7,6083.3,5363.25,4454.85,5866.75,5019,6313.2,6262.3,5737.95,4236.6,3938.45,5783.45,3672.45,4140.8,5462.75
4779.65,4575.65,3429.75,4728.8,4787.95,6242,5066.1,3569.95,8019.3,6342.5,6011.3,6886.65,6953.55,7456,8578.7,7681.85,6969.25,6481.45,6806.45,8184.2,8060.15,7353.15,7881.6,7236.45,6919.25,7574.5,5577.9,7115.85,6625.95,5361.1,5706.65,6979.5,7071.3,5852.65,6785.65,5366.25,5594.75,6304.55,6962.65,6825.8,6102.15,4375.7,4359.9,6169.7,4666.95,4893.05,6414.75
3910,4363.55,3802.05,4913.2,4575,5004.9,4207.6,3149.55,7101,6835.55,6427.2,5619.5,6929.75,7277.8,8783.45,6670.4,7499.3,6009.9,6031.95,7733,8346.9,7618.35,8867.15,7748.5,7263.9,7594.9,6481.9,6284,6774.65,6132.6,7594.8,6396.55,5851.7,6003.35,5900,6409.6,6371.9,6335.45,6571.5,6828.75,6993.8,3427.55,4473.45,6114,3723.9,4470.95,5687.2
3877.05,4830.7,3766.05,4991.9,4597.25,5103.45,4462.15,2974.2,7273.1,6378.5,5885.1,6345.75,7119.45,7341.25,8753.85,7371.15,7400.4,6941.65,5472.6,8383.7,8488.7,7830.65,8612.05,7825.5,7379.9,7828.35,6606.85,7203.65,6578.15,6283.6,7380.6,6563.9,6616.6,6917,6556.85,6078.15,6305.55,6115.85,6503.65,6502.15,6801.1,3684.05,4569.7,5937.2,4309.8,4565.65,5922.05
3723.15,3478.4,3762.55,4530.25,4217.4,4312.75,4154.4,3655.95,6915.25,5764.5,6415.95,4497,7401.25,7036.05,8651.25,7280.45,6921.2,5795.55,6047.45,6669.4,7557.2,7217.8,8517.7,8086.2,6868.7,7868,6618.75,7045.4,6853.85,5809.45,7547.1,6319.6,6521.5,6584.8,5916.75,6018.95,6061.9,5938.95,5936.85,6771.95,6252.8,3302.85,4355.3,5447.85,3451.6,3963.75,4812.35
4953.25,4467.6,3163.5,4512.6,4711.5,6210.7,4965.4,3704.6,7926.75,6411.65,5858.45,6811.3,7195,7255.7,8814.15,7748.2,6867.55,6571.25,6747.8,8039.85,8092.9,7509.35,7997.9,7451.5,7154.4,7376.2,5571.9,7296.95,6734.05,5586.6,5562.2,6908.7,6954.1,5726.7,7061.8,5132.05,5597.35,6121.6,6903.2,6859.65,6073.6,4375.25,4413.4,6062.1,4764.5,4784.25,6371.65
3621.3,4790.85,3626.85,5060.1,4630.6,5205.5,4664.1,3077.15,7234,6491.1,6520.55,6364.6,7214.4,7161.35,8759.55,7369.1,7427,6648.6,5683,8192.9,8438.05,7695.45,8546.55,7636.2,7165.45,7667.5,6536.25,7497.15,6817.65,6662.3,7560.7,6603.45,6724.45,6399.5,6683,6046.3,5997.4,6040.5,6360.5,6455.65,6875.4,3703.9,4522.25,5678.1,4214.1,4650.15,5892
3972.65,4712.15,4130.85,4726.75,4004.5,5200.9,5516.3,2443.3,6827,5616.6,5828.2,6063.2,6580.7,6624.1,7590.1,6601.25,6669.4,7027.45,5621.7,7319.4,7333.15,7058.7,7429.5,5757.85,7040.95,6604.75,6429.35,6575.85,5731.15,5985.2,6127.4,6340.6,6102.6,5228.9,5498.8,4663.7,5167.8,5342.15,6137.75,6172.1,5205.25,3903.65,4020.8,5554.75,4585.25,4415.65,5046.3
3947.25,4838.6,3441.75,4954.25,4778.7,5438.5,4706.15,2911.45,7420.6,6781.95,6227.85,5905.45,6992,7385.15,8804.8,7237.6,6967.2,6331.35,5549.45,8167.6,8508.6,7653.15,8620.55,7665.75,7216.2,7839.25,6788.05,7318.5,6936.85,6192.5,7360,7138.85,6596.55,6392.05,6279.2,6025.85,5819.6,6378.7,6719.05,6772.35,6497.65,3964.8,4726.55,5973.5,4210.5,4559.5,5741.85
3966.8,4580.7,3745.2,4917.4,4688.45,5243.6,4856.85,3162.9,7257.95,6428.6,6111.25,6251.2,7236.8,7158.9,8795.9,7226.45,7380,6658.65,5642,7842.1,8340.6,8115.65,8677.6,7785.35,7179.9,8019.65,6556.1,7042.4,6543.8,6193.1,7498.2,6232.4,6456.65,6902.4,6660.45,6233.1,6261,6179.8,6635.55,6436.7,6696.85,3716.45,4397.2,5795.75,4247.45,4525.5,5820.55
3589.9,3554.65,3369.1,4146.15,3993.8,4491.5,3792.1,3055.9,6550.1,5769.6,5908.75,4772.15,6374.25,6884.85,7924.95,6342.75,6692.3,5220.1,5359.25,6723.5,7206.8,7276.55,7905.65,7199.6,6021.35,7140,5956,6323.55,6246.8,5562,6902.75,5719.35,5701.15,6582,6080.1,5508.75,5564.8,5397,5662.15,5995.55,6163.25,3186,4198.6,5051.7,3460.1,3952.95,4897.2
4243.75,4451.7,3441.35,4845.65,4019.8,5026.8,4292.5,2448.4,6512.95,6133.5,5790.75,5904.05,5902.2,6307.8,8035.9,5689.9,6562.8,6229.8,4845.6,7212.25,7881.1,6976.65,7890.15,7235.3,6641.1,6709.1,6172.2,6566.3,6658.45,5396.9,6599.1,6107.4,5274.7,5690.9,5047.75,4740.35,5981.9,5172.8,6398.75,5933.6,5919.2,4217.15,3961.85,5691.65,3521.2,4253,5399.65
3972.15,4548.6,3732.75,4990.85,4574.6,5233.6,4540.55,3118.05,7198.75,6611.8,5828.75,5747.4,7194,7458.6,8698.5,7410.3,7365.1,6401.1,5842.5,8218.3,8592.75,7536.85,8858,7900.5,6936.1,7965.1,6632.55,7021.1,6435.8,6244.6,7683.45,6325.55,6554.15,6675.8,6426.7,6019.3,6197.15,6285.55,6367.3,6562,6674.2,3872.5,4567.65,5965.8,4173.2,4551.35,5658.2
